;clean_tw;tw_text
1764;look like berni peopl fight blood sweat tear total waist time kain stand opposit;Looks to me like the Bernie people will fight. If not, there blood, sweat and tears was a total waist of time. Kaine stands for opposite!
1765;berni sander start strong select kain vp end realli weak much movement total disrespect;Bernie Sanders started off strong, but with the selection of Kaine for V.P., is ending really weak. So much for a movement! TOTAL DISRESPECT
1766;wow presid obama brother malik announc vote probabl treat badli presidentlik everybodi el;Wow, President Obama's brother, Malik, just announced that he is voting for me. Was probably treated badly by president-like everybody else!
1767;look like berni peopl fight blood sweat tear total wast time kain stand opposit;Looks like the Bernie people will fight. If not, their BLOOD, SWEAT AND TEARS was a total waste of time. Kaine stands for opposite!
1768;analysi show berni sander would democrat nomin super deleg;An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.
1769;longer berni sander polit revolut turn weak somewhat pathet figurew end;"There is no longer a Bernie Sanders ""political revolution."" He is turning out to be a weak and somewhat pathetic figure,wants it all to end!"
1770;sorri folk berni sander exhaust cant go longer tri dismiss new email dnc disrespect sad;Sorry folks, but Bernie Sanders is exhausted, just can't go on any longer. He is trying to dismiss the new e-mails and DNC disrespect. SAD!
1771;today prove alway known priebu tough one smart one debbi wasserman shultz;Today proves what I have always known, that @Reince Priebus is the tough one and the smart one, not Debbie Wasserman Shultz (@DWStweets.)
1772;alway said debbi wasserman schultz overr dem convent crack berni exhaust energi left;I always said that Debbie Wasserman Schultz was overrated. The Dems Convention is cracking up and Bernie is exhausted, no energy left!
1773;panel one side almost trump much better rate much higher dont watch cnn;The @CNN panels are so one sided, almost all against Trump. @FoxNews is so much better and the ratings are much higher. Don't watch CNN!
1774;republican convent blown email resign bos beat big player berni medium would go wild;If the Republican Convention had blown up with e-mails, resignation of boss and the beat down of a big player. (Bernie), media would go wild
1775;crook hillari clinton loyal person rig system push top dw bad berni flame;Crooked Hillary Clinton was not at all loyal to the person in her rigged system that pushed her over the top, DWS. Too bad Bernie flamed out
1776;even though berni sander lost energi strength dont believ support let crook hillari hook;Even though Bernie Sanders has lost his energy and his strength, I don't believe that his supporters will let Crooked Hillary off the hook!
1777;democrat total meltdown bias medium say great email say rig system aliv amp well;"The Democrats are in a total meltdown but the biased media will say how great they are doing! E-mails say the rigged system is alive &amp; well!"
1778;highli neurot debbi wasserman schultz angri steal cheat way crook hillari victori she;The highly neurotic Debbie Wasserman Schultz is angry that, after stealing and cheating her way to a Crooked Hillary victory, she's out!
1779;rate republican nation convent good final night speech great thank;The ratings for the Republican National Convention were very good, but for the final night, my speech, great. Thank you!
1780;watch crook hillari clinton tim kain minut way go fix america problem isi amp other laugh;"Watched Crooked Hillary Clinton and Tim Kaine on 60 Minutes. No way they are going to fix America's problems. ISIS &amp; all others laughing!"
1781;best way pay hillari back dncleak donaldtrump landslid;"""@jensen4law: Best way to pay Hillary back for what she did to @BernieSanders #DNCleak is a DonaldTrump LANDSLIDE URLi"""
1782;would use elect analyst made mani mistak still think romney establish dope;Why would @greta use @KarlRove as an election analyst when he has made so many mistakes. He still thinks Romney won. An establishment dope!
1783;rove total bomb zero credibl;.@Karl Rove just totally bombed on @Morning_Joe. He has ZERO credibility. @FoxNews
1784;south carolina great last night back soon;South Carolina was so great last night. Will be back soon!
1785;karl total joke didnt bush famili fox wouldnt anyth;"""@DonnySmith557: @karl @Morning_Joe @FoxNews Karl is a total joke!!!! If he didn't have the Bush family and Fox he wouldn't have anything! !"
1786;donaldtrump never thought much carl make america great trump presid;"""@patty_laughlin: DonaldTrump @karl @Morning_Joe @FoxNews Never thought much of Carl.. Make America Great Again Trump for President 2016"""
1787;america want donald trump tv head still refus embrac realiti medium liar;"""@raider8381:  @Morning_Joe @FoxNews   America wants DONALD TRUMP! ""TV Heads"" still refuse to embrace that reality! Media are LIARS."""
1788;bomb understat pathet attempt gop rove embarrass;"""@jbclemson: @realDonaldTrump @karl @Morning_Joe @FoxNews Bombed is an understatement. Pathetic attempt by #GOP. Rove embarrassed himself"""
1789;say nice thing morn show typic liber true;"""@FranMFarber:  @Morning_Joe @FoxNews @morningmika did not say very nice things about you this morning on her show. Typical liberal!"" True!"
1790;total bomb even though lost credibl loser fox dump rove;@KarlRove just totally bombed on @Morning_Joe. @FoxNews has him on even though he has lost all credibility - a loser!  Fox should dump Rove.
1791;thank continu support makeamericagreatagain trump;Thank you for your continued support! #MakeAmericaGreatAgain #Trump2016 URLi
1792;establish afraid tri busi man may never want politician teamtrump;"""@realdctaylor: The Establishment is afraid of @realDonaldTrump. Once we try a business man we may never want a politician again! #TeamTrump"
1793;live new jersey amp right muslim celebr saw;"I LIVE IN NEW JERSEY &amp; @realDonaldTrump IS RIGHT: MUSLIMS DID CELEBRATE ON 9/11 HERE! WE SAW IT! URLi"
1794;makeamericagreatagain trump;#MakeAmericaGreatAgain #Trump2016 URLi
1795;credibl sourc muslim celebr fbi via;Credible Source on 9-11 Muslim Celebrations: FBI URLi via @WKRG
1796;good see famili campaign trail realli show famili man;"""@Keeping__Real: So good to see the @realDonaldTrump family out with him on the campaign trail! It really shows the family man that he is!"""
1797;fail focus good report paper financi surviv constant hit donald trump;The failing @nytimes should be focused on good reporting and the papers financial survival and not with constant hits on Donald Trump!
1798;live new jersey time wit well;"""@RioSunny3: @realDonaldTrump @WKRG I lived in New Jersey at that time and witnessed all that as well."
1799;poorli run manag famili member look take control unfund liabilitiesbig troubl;The @nytimes is so poorly run and managed that other family members are looking to take over control. With unfunded liabilities-big trouble!
1800;dope bought boston globe billion sold great old headquartersgav away dumb;The dopes at the @nytimes bought the Boston Globe for $1.3 billion and sold it for $1.00. Their great old headquarters-gave it away! So dumb
1801;sinc peopl made bad decis last decad peopl care write incompet;So, since the people at the @nytimes have made all bad decisions over the last decade, why do people care what they write. Incompetent!
1802;number dismal especi advertis revenu big help need fast great institutionsad;The numbers at the @nytimes  are so dismal, especially advertising revenue, that big help will be needed fast. A once great institution-SAD!
1803;interview tonight timm;Will be interviewed on @seanhannity tonight at TIMME. @FoxNews
1804;trump figur jeb bush greatest weak candid energi level;"""@voxdotcom: Trump has figured out Jeb Bush's greatest weakness as a candidate, and it's not his energy level URLi"""
1805;democrat republican fix countri except trump chanc trump electtrump;"""@agreatimage: @realDonaldTrump   Can ANY Democrat or Republican fix this country except Trump? NOT A CHANCE!! #Trump2016 #ElectTrump"""
1806;major sit interview state union jake tapper timm enjoy;I will be doing a major sit down interview on State of the Union With Jake Tapper at TIMME  on @CNN. Enjoy!
1807;doug ross journal awesom donald trump bless black white pastor rabbi via;"""@EasyEarl: Doug Ross @ Journal: AWESOME: Donald Trump Blessed by Black, White Pastors and Rabbis URLi via @directorblue"
1808;right time jeb bush campaign total disarray much staff paid way much money u govt;This is just not the right time for Jeb Bush. His campaign is in total disarray, too much staff being paid way too much money = U.S. GOVT.
1809;reason donald trump wow nice;"""@katiesinex: 20 Reasons Why It Should Be Donald Trump in 2016 URLi""  Wow, so nice!"
1810;australia support donald trump plea immigr australia make aussi great well cute;"""@LandmanMarius: @realDonaldTrump AUSTRALIA SUPPORTS DONALD TRUMP. Please immigrate to Australia and make Aussie great as well."" Cute!"
1811;big poll announc morn face nation wonder well press report result doubt;A big POLL will be announced this morning on @CBSNews  Face The Nation. I wonder if I do well if the press will report the results? Doubt it
1812;spell differ ben carson timm ben weak illeg immigr;I spell out some of the differences between Ben Carson and myself at TIMME  on @CNN @jaketapper. Ben is very weak on illegal immigration.
1813;ben carson never creat job life well mayb nurs creat ten thousand job;Ben Carson has never created a job in his life (well, maybe a nurse). I have created tens of thousands of jobs, it's what I do.
1814;watch timm interview timm timm watch face nation;Watch @CNN at TIMME  @jaketapper. Then interviewed on @ABC @GStephanopoulos at TIMME  and then, at TIMME , watch Face The Nation.
1815;big poll come today face nation timm;Big poll comes out today on Face The Nation at TIMME on @CBSNews.
1816;gentleman ben next presid;"""@msbul: Your a gentlemen Ben but not our next President, @realDonaldTrump URLi"""
1817;trump smartest comment non partisan heard everybodi n im trump side;"""@russia890: @CNNPolitics @realDonaldTrump Trump is the smartest of all. My comment is non partisan. I heard everybody n im on Trump side."""
1818;rightli denounc super pacdriven campaign system anoth exampl dc deserv guy great;"""@ron_fournier: .@realDonaldTrump rightly denounces Super PAC-driven campaign $ system. Another example of how DC deserves this guy"" Great!"
1819;carson nice guy know superpac throw mud trump actingmeek;"""@MachadoKirk: @StrengthenTheUS  @realDonaldTrump Carson is not a nice guy. He knows his SuperPAC throws Mud on Trump 24/7 #ActingMeek"""
1820;watch interview face nation also new cb poll good medium wont report;Watch my interview on @CBSNews Face The Nation now and, also, the new CBS POLLS which, if good for me, the media won't report!
1821;poll wow new hampshir trump carson bush south carolina trump carson cruz iowa trump carson;.@CBSNews Poll - WOW!  New Hampshire  TRUMP 38% CARSON 12% BUSH 8%  South Carolina TRUMP 40% CARSON 23% CRUZ 8% Iowa TRUMP 27% CARSON 27%
1822;believ still play old iowa poll number mention abcwashington post cb result;Do you believe that @FoxNews is still playing up the old Iowa poll numbers and no mention of the ABCWashington Post or just out CBS results?
1823;great number poll also abcwashington post poll thank;.@ByronYork  Great numbers from @CBSNews Poll. Also from ABC-Washington Post Poll. Thank you!  @CNN
1824;thank makeamericagreatagain;Thank you! #MakeAmericaGreatAgain URLi
1825;makeamericagreatagain trump;#MakeAmericaGreatAgain #Trump2016 URLi
1826;trump destroy hillari amp sander move didnt destroy trump true;"""@AnnCoulter: Trump destroyed Hillary &amp; Sanders moved in. But he didn't destroy her, Trump did. URLi"" So true!"
1827;wacko sad answer endors cruz desper want glenn fail cri lost soul;Wacko @glennbeck is a sad answer to the @SarahPalinUSA endorsement that Cruz so desperately wanted. Glenn is a failing, crying, lost soul!
1828;your candid trust candid control donor votetrump;"""@NeilTurner_: URLi You're the only candidate we can trust, other candidates are controlled by their donors! #VoteTrump"""
1829;makeamericagreatagain trump unifi nation video;#MakeAmericaGreatAgain #Trump2016 UNIFYING THE NATION Video: URLi URLi
1830;;"""@bigop1: @realDonaldTrump  @SarahPalinUSA URLi"""
1831;rememb glenn gave gift illeg alien cross border;"""@AmericanAsPie:  @glennbeck @SarahPalinUSA Remember when Glenn gave out gifts to ILLEGAL ALIENS at crossing the border? Me too!"""
1832;sad mani other refus show massiv crowd arena yesterday oklahoma dishonest report;So sad that @CNN and many others refused to show the massive crowd at the arena yesterday in Oklahoma. Dishonest reporting!
1833;sad sack done anoth ad special interest money say wont beat hillari cant beat;Sad sack @JebBush has just done another ad on me, with special interest money, saying I won't beat Hillary - I WILL. But he can't beat me.
1834;low energi candid wast million fail presidenti campaign million spent go home relax;Low energy candidate @JebBush has wasted $80 million on his failed presidential campaign. Millions spent on me. He should go home and relax!
1835;speak south point hotel la vega timm get earli big crowd expect;I will be speaking at South Point Hotel in Las Vegas at TIMME  Get there early, big crowd expected!
1836;new day cnn treat badli disast go watch anymor;New Day on CNN treats me very badly. @AlisynCamerota is a disaster. Not going to watch anymore.
1837;happi birthday friend great total special guy;Happy birthday to my friend, the great @jacknicklaus - a totally special guy!
1838;thank nevada la vega makeamericagreatagain trump;Thank you Nevada, Las Vegas! #MakeAmericaGreatAgain #Trump2016 URLi URLi
1839;thank iowa trump;Thank you, Iowa! #Trump2016 URLi
1840;thank trump;Thank you! #Trump2016 URLi
1841;thank new hampshir trump;Thank you, New Hampshire! #Trump2016 URLi
1842;trump makeamericagreatagain;#Trump2016 #MakeAmericaGreatAgain URLi
1843;fire busi like dummi john sununu show spew fals infoi beat hillari lotsh want part trump;Why does @Greta have a fired busy like dummy John Sununu on show spewing false info?I will beat Hillary by a lot,she wants no part of Trump!
1844;fire bushi like dummi john sununu spew fals info beat hillari lot want part trump;Why does @Greta have a fired Bushy like dummy, John Sununu on- spewing false info? I will beat Hillary by a lot, she wants no part of Trump.
1845;thank iowa fitn iacaucu makeamericagreatagain trump;Thank you, Iowa! #FITN #IACaucus #MakeAmericaGreatAgain #Trump2016 URLi
1846;nation review fail public lost way circul way w influenc time low sad;National Review is a failing publication that has lost it's way. It's circulation is way down w its influence being at an all time low. Sad!
1847;peopl read nation review know critic lead;Very few people read the National Review because it only knows how to criticize, but not how to lead.
1848;late great william f buckley would asham happen prize die nation review;The late, great, William F. Buckley would be ashamed of what had happened to his prize, the dying National Review!
1849;ohio gov kasich vote nafta ohio never recov want tpp even wors ohio steel amp coal die;"Ohio Gov. Kasich voted for NAFTA from which Ohio has never recovered. Now he want TPP,  which will be even worse. Ohio steel &amp; coal dying!"
1850;repuls trump assaultedpolitician use victim trump disgust;"""@alextrent4: It is repulsive that Trump was assaulted+politicians used that 2 further themselves+2 further victimize Trump! DISGUSTING!!"""
1851;berni sander lie say disruptor arent told go event care berni support go;Bernie Sanders is lying when he says his disruptors aren't told to go to my events. Be careful Bernie, or my supporters will go to yours!
1852;ohio govkasich vote nafta ohio never recov want tpp even wors ohio steel coal die;Ohio Gov.Kasich voted for NAFTA, from which Ohio has never recovered. Now he wants TPP, which will be even worse. Ohio steel and coal dying!
1853;govkasich ohio state morn show doesnt watch polit anyth televis watch;Gov.Kasich of Ohio just stated on a morning show that he doesn't watch politics or anything on television, he only watches the @GolfChannel
1854;thank kevin unif parti republican win massiv;Thank you Kevin. With unification of the party, Republican wins will be massive!  URLi
1855;carli fiorina agre ted cruz anoth politician talk action;Carly Fiorina- I agree! Ted Cruz is just another politician. All talk- no action! URLi
1856;gov kasich run state pennsylvaniah win nomin amp allow compet ohio tue;"Because Gov. Kasich cannot run in the state of Pennsylvania-he cannot win the nomination- &amp; should not be allowed to compete in Ohio on Tue."
1857;fail truli one worst newspap knowingli write lie never even call fact check realli bad peopl;The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!
1858;lyin ted;LYIN' TED URLi
1859;thank fantast veteran review poll almost everyon commanderinchief present great nice;Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!
1860;thank america great commanderinchiefforum poll;Thank you America - great #CommanderInChiefForum polls! URLi
1861;thank nice review last night;Thank you to @foxandfriends for the nice reviews of last night.
1862;come;COMING UP @GenFlynn @newtgingrich on @foxandfriends
1863;wow review thank;Wow, reviews are in - THANK YOU!
1864;rough night hillari clinton abc news;"""A rough night for Hillary Clinton""  ABC News."
1865;watch cashin morn timm great show;Watch Cashin' In with @ericbolling this morning at TIMME  on @FoxNews - will be a great show!
1866;made satisfactori settlement univis owe miss univers broadcast rightsal well;I just made a very satisfactory settlement with Univision over the $10,000,000 they owed me for Miss Universe broadcasting rights.All's well
1867;settl litig univis look forward sit star anchor babi interview;Now that I have settled my litigation with Univision, I look forward to sitting down with their star anchor (not baby) for an interview.
1868;one fix sad happen watch makeamericagreatagain;I am the only one who can fix this. Very sad. Will not happen under my watch! #MakeAmericaGreatAgain  URLi
1869;nice column bill donahu head cathol leagu he blue collar new yorker get;"""@jd4160: Nice column by Bill Donahue, head of Catholic League. He's a blue collar New Yorker and gets it URLi"""
1870;addit job america elimin move mexico via hartford courant;Now an additional 600-700 jobs in America (2,000) being eliminated for move to Mexico- via Hartford Courant. URLi
1871;thank support tampa florida makeamericagreatagain;Thank you for your support- Tampa, Florida! #MakeAmericaGreatAgain URLi
1872;rnc probabl side illeg put fundrais notic say trump want contribut rnc;The RNC, which is probably not on my side, just illegally put out a fundraising notice saying Trump wants you to contribute to the RNC.
1873;total unauthor pay self fund campaign notic withdrawn trump makeamericagreatagain;Totally unauthorized, do not pay. I am self funding my campaign! Notice has just been withdrawn. #Trump2016 #MakeAmericaGreatAgain
1874;big thank bill donohu head cathol leagu wonder interview articl newsmax great insight;A very big thank you to Bill Donohue, head of The Catholic League, for the wonderful interview on @CNN and article in Newsmax! Great insight
1875;let get unit america;"""@Bonfiredesigns: @StellaDean Let's Get United In America With @realDonaldTrump URLi"""
1876;go crazi peopl care trump;"""@nellalda: @DonaldJTrump45 @realDonaldTrump @Reince They are all going crazy! We the people do not care at all! We are with Trump!!"""
1877;trump next potuseveri american benefit positivey;"""@dj4k4000: @realDonaldTrump @CNN Trump will be our next POTUS..every American will benefit positivey from this."""
1878;stop send email ask donat get free donaldtrump sticker support he self fund;"""@Elvisfan1976: @NRSC stop sending me emails asking me to donate and get a free DonaldTrump sticker. I support him and he's self funding!"
1879;right vote trump bring job back told go get wors;"""@grammies28: @realDonaldTrump was right! Vote trump! Bring our jobs back. URLi""  I told you so, only going to get worse"
1880;get trump list email rnc author self fund campaign pay email;"""Get on Trump's List"" email from the RNC was not authorized. I am self funding my campaign! Do not pay.  Email: URLi"
1881;thank south carolina make america safe amp great;"Thank you, South Carolina! We will MAKE AMERICA SAFE &amp; GREAT AGAIN! URLi URLi"
1882;join fayettevil north carolina tomorrow even timm ticket avail;Join me in Fayetteville, North Carolina tomorrow evening at TIMME. Tickets now available at: URLi
1883;econom polici speech carri live timm enjoy;My economic policy speech will be carried live at TIMME  Enjoy!
1884;sold lobbyist candid wast money border immigr trump win;"""@97Musick: @AC360 @CNN The ""sold to lobbyists"" candidates are wasting their money. ON the BORDER and IMMIGRATION, Trump WILL win."""
1885;veteran vote trump believ cant imagin wouldnt;"""@almy23841665: @DlSCORD @realDonaldTrump More Veterans will vote for Trump than you can believe! I can't imagine they wouldn't!"
1886;donaldkeep pushingth nation need real leader;"""@chriscoxb2b: @realDonaldTrump - Donald...keep pushing...the nation needs a real leader."""
1887;true dnc would allow fbi access check server equip learn hack possibl;Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?
1888;secretli said russian presid tell vladimir elect ill flexibl;"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends"
1889;thank great ralli across countri tremend support make america great;Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!
1890;believ judg would put countri peril someth happen blame court system peopl pour bad;Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!
1891;instruct homeland secur check peopl come countri care court make job difficult;I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!
1892;makeamericagreatagain trump katrina great job last night;"""@KatrinaPierson: #MakeAmericaGreatAgain #Trump2016 URLi""  Katrina, great job on @FoxNews last night!"
1893;advis ben carson say candid struggl grasp foreign polici;"""@BostonGlobe: Advisers to Ben Carson say the candidate struggles to grasp foreign policy URLi URLi"""
1894;jeb bush stop tri defend brother focu shortcom fix rubio hit hard;Jeb Bush should stop trying  to defends his brother and focus on his own shortcomings and how to fix them. Rubio is hitting him hard!
1895;donald trump far ahead two key state poll thank clayton;"""@ClaytonMorris: Donald Trump is so far ahead in two key state polls.  URLi URLi""  Thanks Clayton"
1896;timm timm depend locat fox tough realli good interview chri wallac enjoy;On at TIMME or TIMME  (depending on your location)  on Fox is a tough but really good interview with Chris Wallace. Enjoy!
1897;jeb bush stop tri defend brother focu shortcom fix also rubio hit hard;Jeb Bush should stop trying to defend his brother and focus on his own shortcomings and how to fix them. Also, Rubio is hitting him hard!
1898;morn chri wallac best polit show televis that im kid fun;This morning Chris Wallace has the best political show on television - but that's only because I'm on it (kidding)! Have fun.
1899;jeb brother attack destab middl east attack iraq weapon mass destruct bad info;Jeb, why did your brother attack and destabalize the Middle East by attacking Iraq when there were no weapons of mass destruction? Bad info?
1900;;.@FoxNewsSunday
1901;love interview trumpswagg chriswallac thank;"""@blondesforjesus: @FoxNewsSunday Loving @realDonaldTrump interview. #TrumpSwagger #ChrisWallace"" Thank you."
1902;speak neg presidenti chanc openli hard terribl choke loss obama;".@MittRomney  can only speak negatively about my presidential chances because I have been openly hard on his terrible ""choke"" loss to Obama!"
1903;campaign manag critic candid blew elect never lost;.@MittRomney and his campaign manager should not be critical of candidates after they blew an election that should never have been lost!
1904;everyon rememb famou remark selfdeport done dont need angri advic;"Does everyone remember   @MittRomney and his famous remarks about ""self-deportation"" and ""47%"". He was done. I don't need his angry advice!"
1905;stopthepress admit donaldtrump probabl republican nomine helljustfrozeov;"""@girl_iowagirl20: #STOPTHEPRESSES @britthume just admitted DonaldTrump will probably be the Republican nominee! #HellJustFrozeOver @FoxNews"
1906;need fix mess makeamericagreatagain im parent vote trump;"""@Glitter_alex: @realDonaldTrump is what we need to fix this mess! #MakeAmericaGreatAgain Im only 11 but my parents are voting for Trump!"""
1907;cours theyr go trump go win trump thank;"""@97Musick: @FoxNewsSunday @skyjones55 @realDonaldTrump Of course they're going up! Trump is going to WIN this!! #Trump2016""  Thanks."
1908;chri wallac interview listen answer think donald trump could presid;"""@WalterEKurtzJr: @realDonaldTrump  Chris Wallace: ""After my interview and listening to his answers, I think Donald Trump could be President"
1909;joe u resign inevit take ur seat;"""@BBCARKING: @JoeTrippi @realDonaldTrump @scottienhughes Joe have U resigned to the inevitable? Take UR seat on the URLi"
1910;one best interview seen;"""@smr111382: @realDonaldTrump One of the best interviews I have seen!""  @FoxNews"
1911;never thought id say spark critic convers realiti bush didnt keep u safe;"""@AdamBlickstein:I never thought I'd say this but @realDonaldTrump sparking a critical conversation on reality that Bush didn't keep US safe"
1912;releas sad total apologet letter penn hand deliv mind would chang fast;I should release the sad and totally apologetic letter that Penn @pennjillette hand delivered to me. Minds would be changed very fast!
1913;get life georg usa doesnt make anyth anymor trump bring manufactur back usa;"""@danlifting: @realDonaldTrump Get a life George Will. USA doesn't make anything anymore. TRUMP will bring manufacturing Back to USA!"""
1914;trump win hand jeb weak rubio broke;"""@d_seaman: @realDonaldTrump Trump wins, hands down: URLi Jeb is weak, Rubio is broke."""
1915;dont think cave theyv seen rate soar money matter;"""@mesiaindo: @chazermann26 I don't think @NBC will cave. They've seen ratings soar with @realDonaldTrump and Money matters!"""
1916;replay fox news sunday chri wallac timm big statement made chri;Replay of Fox News Sunday With Chris Wallace at TIMME  on @FoxNews. Big statement made by Chris!
1917;interview chri wallac timm turn footbal minut make america great;I will be interviewed by Chris Wallace at TIMME  on @FoxNews - Turn off the football for 15 minutes, Make America Great Again!
1918;love brutal zinger wall street journal;"""@DefendingtheUSA: @realDonaldTrump @FoxNews LOVED the brutal zinger against the Wall Street journal!!!"""
1919;love brutal zinger wall street journal;"""@DefendingtheUSA: @realDonaldTrump @FoxNews LOVED the brutal zinger against the Wall Street Journal!!!"""
1920;amaz dumbest peopl televis work wall street journal particular real dope name charl lane;It's amazing that some of the dumbest people on television work for the Wall Street Journal, in particular a real dope named Charles Lane!
1921;report cnn trump halo effect caus recordshatt democrat debat rate million viewer true;"Just reported by CNN that ""the Trump halo effect""  caused a record-shattering Democratic Debate rating of 15.3 million viewers. So true!"
1922;right trump happen bush watch immigr polici doubt ppl wld countri;"""@AnnCoulter:He's right. Trump on 9/11 happening on Bush's watch: With my immigration policy, I doubt those ppl wld have been in the country"
1923;read djt fullp ad tell donaldtrump johnnycomel fake conserv;"""@AnnCoulter: Read this DJT full-p ad from 1989 and tell me DonaldTrump is a Johnny-Come-Lately ""fake"" conservative: URLi"
1924;dude tactic level weve never seen;"""@HardcoreRepub: @kencampbell66 Dude, @realDonaldTrump 's tactics are just on a level we've never seen before. URLi"""
1925;couldnt said better noth fake sir;"""@UndEngel: @realDonaldTrump @AnnCoulter Couldn't have said it, better... Nothing ""fake"" about you, sir."""
1926;incred strong interview good respons ic naysay dissap;"""@Pappenjazz: An Incredibly Strong Interview Of @realDonaldTrump @FoxNewsSunday, Good Response  IC Those @FoxNews NaySayers dissapating!"""
1927;gw bush open border like terrorist come across mexican border;"""@American1st: @ofccadjust  @AnnCoulter GW Bush was open borders like @JebBush. TERRORISTS CAN COME ACROSS MEXICAN BORDER AT WILL!"""
1928;donald trump candid middl class america trump makeamericagreatagain;"""@muhfuck: @BernieSanders Donald Trump is the only candidate for middle class America @realDonaldTrump #Trump2016 #MakeAmericaGreatAgain"""
1929;cant stump trump;"""@Tuvarkz: @realDonaldTrump Can't Stump the Trump"""
1930;jebbush marcorubio could two think compet legend;"""@MarcosTheJackal: @realDonaldTrump @d_seaman  jebbush marcorubio: How could those two think they can compete with you. You are a legend."
1931;quit jeb quit poll even lower apprentic rubio;"""@RD_2008: @JebBush Quit Jeb Quit. Your poll is even lower than your apprentice Rubio. @realDonaldTrump"""
1932;jeb conserv book common core disast;"""@Kellmat2: @realDonaldTrump @RD_2008 @JebBush Jeb is no conservative in my book. Common core is a disaster."""
1933;believ make america great cgthr thank;"""@tweet4upatriots: I believe @realDonaldTrump can make AMERICA GREAT again #C2GTHR URLi""  Thank you!"
1934;fox news sunday chri wallac rebroadcast timm;Fox News Sunday With Chris Wallace will be re-broadcast on @FoxNews  at TIMME 
1935;chri awesom interview go donald;"""@paulferguson17: @FoxNewsSunday @realDonaldTrump @JebBush @FoxNews. Chris this is awesome what an interview. Go donald"""
1936;correct u cant allow woman fain luv hous get hold huge job;"""@howddyd: @FoxNewsSunday @realDonaldTrump is correct u can't allow 1 woman 2 fain luv of house 2 get more $$$ holding up huge #'s of jobs."""
1937;tv made sc element electron come guy right wakeupamerica;"""@clar: @GeorgeWill @brithume The TV's made in SC are Element Electronics Come on guys. @realDonaldTrump is right @BretBaier #WakeUpAmerica"""
1938;attack ur brother watch that safe respect gw truth wmd iraq amp;"""@rdpaga: @JebBush we were attacked on ur brothers watch. That's not safe. I have respect 4 GW but truth is no WMD in Iraq &amp; 911"
1939;far one best interview trump thank;"""@Karen05866992: @realDonaldTrump @FoxNews So far this is one of the BEST interviews with Trump.!!""  Thank you."
1940;snl expo carlyfiorina fail ceo unwant senatori candid amp god forbid next prez ntxforum;"""@SongBird1154: Again SNL (10/17) exposes CarlyFiorina as failed CEO, an unwanted Senatorial candidate, &amp; GOD forbid next Prez #NTXForum"""
1941;thank speak common core horribl kid;"""@RebelCapsGal: @realDonaldTrump THANK YOU for speaking out against Common Core and how horrible it is for kids!"""
1942;sir chri wallac believ elect presidentgreat great news america trump;"""@BentleyforTrump:  @FoxNewsDear Sir. Chris Wallace believes that you can be elected president.Great Great news for America! #Trump2016"""
1943;excel interview sir may watch trump;"""@rfscottga: @realDonaldTrump @FoxNews It was Excellent interview sir. May watch it again.  Trump 2016"""
1944;ere never real job problem wusa losin job foreign countri;"""@traceclmbs82:  @FoxNews ered @GeorgeWill who never had a real job has no problem w/USA losin jobs 2 foreign countries @FoxNewsSunday"""
1945;ust see trump brilliant usual makeamericagreatagain teamtrump trumptrain;"""@kathystone1221: @realDonaldTrump @FoxNews ust see. Trump is brilliant. as usual !!!! #MakeAmericaGreatAgain #TeamTrump #Trumptrain"""
1946;great interview thank;"""@PattiPav1: @realDonaldTrump Great interview!""  Thanks"
1947;want donald yah next presid trumptrain trumpforpresid make america great;"""@PattyDs50: @FoxNews We want Donald !! Yah next president! #TrumpTrain #TrumpForPresident""  We will all MAKE AMERICA GREAT AGAIN!"
1948;cant wait jump trump train chri wallac wont happen;"""@Svingali: @realDonaldTrump @FoxNews Can't wait for @megynkelly to jump on the TRUMP Train as Chris Wallace just did!""  Won't happen!"
1949;im watch right california;"""@Justice41ca: @realDonaldTrump @FoxNews I'm watching it again right now in California"""
1950;far one best interview trump;"""@Karen05866992: @realDonaldTrump @FoxNews So far this is one of the BEST interviews with Trump.!!"""
1951;best thing support dont like way puppet unfairli treat u dont watch show;"Best thing my supporters can do if you don't like the way @megynkelly and her puppets unfairly treat ""us"" is don't watch her show!"
1952;definit pretenti establish henchman sourpuss hate;"""@ConserveCast: The Definition of a Pretentious Establishment Henchman is @GeorgeWill . He is such a sourpuss, HATES @realDonaldTrump"
1953;good interview chri chri even gave thumb potu;"""@ChefMama32: @realDonaldTrump Good interview with Chris! Chris even gave you a thumbs up for POTUS"""
1954;georg full crap sc element tv chine made liar;"""@rikemohome: @GeorgeWill @FoxNewsSunday   George is full of Crap SC Element TV's Are CHINESE MADE. URLi WHAT A LIAR!!"""
